metin,kategori
hükümete yeni kredi açıyoruz chp genel başkanı kemal kılıçdaroğlu parti meclisi nde konuştu hükümete mesaj gönderdi kılıçdaroğlu i mralı ile kurulan temas için hükümete kredi açıyoruz bu sorunu çözün dedi chp parti meclisi kılıçdaroğlu başkanlığında toplandı kılıçdaroğlu toplantının açılışındaki konuşmasında türkiye nin son 10 yıldır gündeminde bulunan ve değişmeyen konulardan birinin de terör olduğunu söyledi yeni şehit haberlerinin kış nedeniyle yeni şehit haberlerinin gelmediğini savunan kılıçdaroğlu kimse sanmasın ki terör bitti her kış karşılaştığımız tablo bu dedi 10 yılda bu hükümetin terör konusunda kararlı ve tutarlı bir politika izlemediğini herkes biliyor mısır daki sağır sultan da biliyor diyen kılıçdaroğlu şöyle devam etti biz çok iyi niyetlerle yola çıktık teröre karşı ortak tavır ortak tutum belirlenmesi gerektiğinin altını hep özenle çizdik şunu da söyledik bu sorunun çözüm adresi tbmm dir dedik orada oturacağız konuşacağız sorunu aşmak için ortak aklı kullanacağız dedik bu görüşümüzü hala koruyoruz en sağlıklı en tutarlı görüşün de bu görüş olduğuna inanıyoruz bunu her yerde söyledik sayın başbakan a bazı önerilerim var son günlerde gazetelerde televizyonlarda haberler okuyoruz haberleri büyük bir dikkatle izliyoruz önerim şu açık ve dürüst bir politika gütmek gerekiyor bu sorunu çözmek için türkiye nin en hassas en can yakıcı konusu günlük kaygılara seçim kazanma hesaplarına alet edilmemelidir bu çok tehlikeli bir süreç olur geçmişte yaşananların faturası daha sonra daha ağır çıktı türkiye nin yeni hayalkırıklıklarını hak etmediğini belirten kılıçdaroğlu toplumun barış ve huzur beklediğini söyledi bunları yapmazsanız bu sorunu çözemezsiniz annelerin çocuklarını rahatlıkla askere göndermek istediğini ifade eden kılıçdaroğlu onun için biz barışa umutla bakıyoruz huzura da umutla bakıyoruz akp nin geçmişteki kötü siciline rağmen umudumuzu koruyoruz onun için çıkar hesapları yapmadan bu sorunun ülkenin çıkarları bağlamında insanımızın çıkarları bağlamında ele alınıp çözülmesi gerekiyor buradaki tek önemli kıstas samimiyet sorunu çözmede gerçekten samimi olacağız ben bu sorunu çözmek istiyorum diyeceğiz değerlendirmesinde bulundu sorunun çözümünde bir başka önemli koşul daha olduğuna dikkati çeken kılıçdaroğlu şunları söyledi demokrasisi sağlıklı çalışan bir ülkede demokrasinin vazgeçilmez kuralı olan anamuhalefet partisine bilgi verilmesi bu çok önemli bir kuraldır demokrasinin önemli kuralıdır sadece bize mi hayır parlamento ya da bilgi vereceksiniz samimi olarak bu sorunu çözmek istiyorsanız çözüm araçlarını paylaşmaktan çekinmeyeceksiniz korkmayacaksınız eğer görüşmelere bu çerçevede bakmaz da kendi kişisel çıkarlarınızın ve seçim hesaplarınızın bir gereği olarak bakarsanız yeni bir hayal kırıklığıyla toplum karşı karşıya kalabilir bunun faturası çok daha ağır olur o nedenle dikkat edilmesi gereken 4 temel ilke var bir samimi ve dürüst olacaksınız i ki gizli kişisel bir ajandanız olmayacak üç millete izah edemeyeceğiniz angajmanlara girmeyeceksiniz dört ana muhalefet partisine veya millete bilgi vereceksiniz bunları yapmazsanız bu sorunu çözemezsiniz ak parti ye yeni kredi açıyoruz chp nin bu temel sorun noktasında en duyarlı en samimi yaklaşan parti olduğunu savunan kılıçdaroğlu bu ülkede kan dökülmesini istemiyoruz hiçbir yurttaşımızın saçının teline zarar gelmesini istemiyoruz akılla mantıkla sağduyuyla tarihsel birikimimizle bu sorunu aşabiliriz biz geçmişteki bütün hatalara karşın olarak adalet kalkınma partisi ne yeni bir kredi açıyoruz çözün sorunu dedi,genel
sosyal medya sergen le çalkalanıyor sergen yalçın sneijder le ilgili iddiası sosyal medyada günün en çok konuşulan olayı oldu yaptığı cesur yorumlarıyla adından sıkça söz ettiren eski futbolcu sergen yalçın kanaltürk ekranlarınla yayınlanan spor programında sneijder türkiye ye gelmez demişti ekranda çok iddialı konuşan bir dönemin başarılı futbolcusu sneijder in gelmesi ile sosyal medyanın gündemine oturdu sneijder in galatasaray a imza atmasından sonra sergen in videosuna eklenen cem yılmaz espirisiyle birlikte hazırlanan görüntüler elden ele dolaşmaya başladı i şte sergen i söylediğine bin kez pişman edecek olan o sözleri,spor
fransız accor türkiye de 50 yeni otel yapacak fransız otel devi accor türkiye yatırımlarını artırmayı planlıyor 50 yeni otel açmak için kolları sıvayan şirketin projeler müdürü marie claire bizot greggory yatırım için yeni şehirler aradıklarını duyurdu türkiye i şadamları ve sanayiciler konfederasyonu tuskon paris yatırım ajansı gpia ve fransa yöneticiler ve girişimciler federasyonu fedif ile 2 fransa türkiye ortaklık fırsatları programını organize etti programda 92 ülkede 5 bine yakın oteli bulunan accor türkiye yatırımlarını artıracağını açıkladı adana bursa eskişehir gaziantep i stanbul kayseri ve trabzon da novotel ile ibis markalı toplam 10 otelleri bulunduğunu belirten accor grubu projeler müdürü marie claire bizot greggory türkiye de muhtelif illerde 50 yeni otel daha açacaklarını bunun için yer arayışına başladıklarını ifade etti paris valisi daniel canepa gpia başkanı pierre simon ve fedif başkanı nevzat ceylan ın yanı sıra i stanbul ticaret odası i to başkanı murat yalçıntaş ın da konuk olduğu programda söz alan alan tuskon başkanı rızanur meral fransa ile türkiye nin senelere dayanan bağları olduğunu dile getirdi meral i ki ülkenin ticareti 12 milyar euro yu aştı ancak bu yeterli bir rakam değil dedi meral türkiye den ve fransa dan şirketlerin el ele vererek iyi yatırımlar yapabileceğine de işaret etti paris valisi daniel canepa ise fransa ile türkiye diyalogunun siyasi sorunlardan dolayı sekteye uğradığından yakınırken şunları kaydetti evet arada askıda olan bir köprü var şu an ticari bağların askıya alındığın görüyoruz türkiye fransa için önemli bir ülke çok dinamik yakın vadede büyük bir güç olacak ülkenin reformlarını yatırımcılarının aldığı merhalelere tanığız bu anlamda benim 2023 hedeflerinin yakalanacağından kuşkum yok fransa nın ar ge için 9 milyar euro yatırım yaptığını aktaran canepa ar ge de görevli 70 bin elemandan oluşan araştırmacı gurubumuz var yeni dünyaya ar ge ile yön verebiliriz ifadelerini kullandı gpia başkanı pierre simon da avrupa da görülen ekonomik büyümelerin aşikar olduğundan söz etti simon şöyle devam etti paris dünyanın önemli duraklarından biri bir defa buradan 500 milyon bireye hitap edilebiliyor pek çok şirketin operasyonu bu şehirde bulunuyor paris tren ağı ile avrupa nın diğer önemli şehirlerine gitmeyi vaat ediyor konut ve arsada tokyo nun ardından gelen paris mimarinin yanında tekstil ar ge ile fuar gibi alanlarda yatırım imkanları sunuyor 2 fransa türkiye ortaklık fırsatları nda son olarak plaket takdim töreni yapıldı ardından tuskon başkanı rızanur meral paris valisi daniel canepa gpia başkanı pierre simon fedif başkanı nevzat ceylan ve i to başkanı murat yalçıntaş ile toplu fotoğraf çektirdi ci han,ekonomi
bir daha tekrarlanmayacak red bull renault nun abu dabi grand prix de sebastian vettel in sıralamalardan diskalifiye edilmesiyle sonuçlanan yakıt sorunundan gerekli dersi çıkardığına inandığını belirtti turkiyef1 com un haberine göre vettel sıralamaların ardından yakıt deposundan fia ya numune olarak vermesi gereken 1 litrelik benzin çıkmayınca son sıraya gönderilmişti renault şu ana kadar tam olarak neyin yanlış gittiği konusunda bir açıklama yapmazken red bull takım patronu christian horner bunun gelecekte tekrarlanacağına dair bir endişelerinin olmadığını söyledi horner renault araca yeterli yakıt konduğundan emindi fakat bunu çıkaramadık dedi bu arada vettel in sıralamalara yönelik son antrenmanlarda yaptığı hazırlıklar sırasında yaşadığı fren problemi seansın sonunda birkaç tur daha yapmasını engellemişti bunun sıralamalar için gerekli yakıt miktarının yanlış hesaplanmasına neden olabileceği belirtildi ancak horner bunun bir etken olduğuna inanmadığını söyledi,spor
kazakistan da şiddetli deprem kazakistan ın doğusunda 6 6 büyüklüğünde deprem oldu ülkenin eski başkenti ve finans merkezi almatı almatı nın 230 kilometre güneydoğusunda yerin 10 kilometre derinliğinde meydana gelen depremde can ve mal kaybı konusunda henüz açıklama yapılmadı depremin ardından aralıklarla iki artçı sarsıntı daha yaşandı deprem almatı da da kısa süreli paniğe sebep oldu,dunya
derbide ilk gole dikkat beşiktaş ile fenerbahçe arasında yapılacak derbi öncesi iki takım arasında oynanan son 14 karşılaşmada ilk golü atan takım sadece 1 kez yenildi rekabette 12 si süper lig 1 i tff süper kupa 1 i de türkiye kupası olmak üzere son 14 randevuda öne geçen takım sahadan 1 kez mağlup ayrıldı son 14 maçlık seride skorda öne geçen taraf 11 kez kazandı 2 kez berabere kaldı bu süre içinde sadece geçen sezon süper final şampiyonluk grubu nda kadıköy de yapılan maçta beşiktaş egemen korkmaz ın golüyle öne geçmesine rağmen stoch ve egemen korkmaz ın kendi kalesine attığı gollerle 2 1 yenilip sahadan puansız ayrıldı,spor
terim e ceza gelecek mi terim in geçtiğimiz sezondan ertelenen 2 maçlık cezası orduspor maçında tribünlere gönderilmesiyle tekrar gündeme geldi galatasaray teknik direktörü geçtiğimiz sezon süper final deki trabzonspor maçında hakeme hakaret ettiği gerekçesiyle 3 maçlık ceza almıştı bu cezanın 1 maçını ise beşiktaş karşılaşmasında çekmişti süper final deki fenerbahçe maçı öncesinde ise galatasaray ve fatih terim tahkim kurulu na itirazda bulunmuştu tff tahkim kurulu ise aldığı kararla kalan 2 maçlık cezayı 1 yıl ertelemişti fatih terim in orduspor karşılaşmasında hakemle yaşadığı gerginlik sonrası tribüne gönderilmesi bu cezayı da tekrar gündeme getirdi ali dürüst ten sert çikiş bi r şey yaşandi ki hakem tri büne gönderdi hurriyet com tr nin kendisine bu konuyu sorduğu eski hakem mustafa çulcu terim bir şey yaptı ki tribüne gönderildi ama ne yaptığını bilemiyoruz hakem raporunda ne yaşandıysa yazacaktır fatih terim koridorda çok agresif bir tutum sergilemiş olabilir belki de hakaret içerikli konuşmalar olmuş olabilir bunu bilemiyoruz bu hakem raporuyla açığa çıkacak dedi kurallarda ceza katlanması gibi bir maddenin olmadığının da altını çizen çulcu ancak fatih terim in ertelenen bir cezası var bu maçtaki hakem raporuna göre bir ceza daha gelirse ertelenen 2 maçlık cezasını da çeker dedi 2 maçlik cezayi da çeker eski hakem muhittin boşat ise maç sonrası twitter da yaptığı yorumda terim in bu maçtan dolayı ceza alırsa ertelenen iki maçlık cezasının da bu cezaya ekleneceğini belirtti boşat fatih terim in geçen yıldan ertelenen iki maçlık cezası vardı bu maç ile ilgili pfdk ceza verirse bu cezaya iki maç daha eklenecek dedi aslan kükreyerek döndü,spor
bahçeşehir ve bjk olimpiyat için diplomalı atlet yetiştirecek bjk ile bahçeşehir spor akademisi kurmak için yola çıktı spor akademisi nde hem olimpik branşlar için sporcu hem de bu sporculara eğitim verecek eğitmenler yetiştirilecek bahçeşehir üniversitesi ile beşiktaş jimnastik kulubü bjk ile spor akademisi kuruyor daha önce beşiktaş kadın voleybol takımı na sponsor olarak destek veren bahçeşehir üniversitesi yönetimi bu kez kulüple birlikte kuracağı akademide sporcu yetiştirecek bahçeşehir üniversitesi mütevelli heyeti başkanı enver yücel beşiktaş ile dünyaya örnek olacak projelere imza atmak istiyoruz bunlardan biri de spor akademisi beşiktaş ile daha fazla iç içe olacağımız işler yapacağız dedi kurulacak olan akademide hem olimpik branşlar için sporcu hem de bu sporculara eğitim verecek eğitmenler yetiştirilecek yücel şöyle devam etti 21 yüzyılda spor ve kulüplerin ne olması gerektiğiyle ilgili yeni bir adım atıyoruz eski anlayışı bir kenara bırakıp yeni arzuyla yolumuza devam istiyoruz ben de rektörüm ve dekan arkadaşlarımızın birçoğu da beşiktaşlı olarak elimizden gelen desteği vermek istiyoruz hepimiz beşiktaşlıyız bahçeşehir üniversitesi rektörü prof dr şenay yalçın da üniversite için sporun yerinin ayrı olduğunu belirterek yol arkadaşımız bjk zaten üniversitemiz beşiktaş ta hepimiz beşiktaşlıyız bu projenin her iki taraf için de ayrı sonuçlar vereceğine inanıyoruz akademi benzer projelerin de ilk kıvılcımı olacaktır dedi birlikte önemli atılımlar yapacağız beşiktaş kulübü başkanı fikret orman da biz spor alanında lideriz bahçeşehir üniversitesi de eğitim alanında lider bir kuruluş bahçeşehir üniversitesi yle birlikte önemli atılımlar yapacağız projelerimiz daha önce yaptığımız sponsorluk anlaşmasıyla sınırlı kalmayacak sporcularımızın eğitimi konusunda da karşılıklı çalışmalarımızı sürdüreceğiz beşiktaşlılığını kanıtlayan bahçeşehir üniversitesi mütevelli heyeti başkanı enver yücel e teşekkür ediyorum şeklinde konuştu,spor
gazetecilerle milletvekillerine yıpranma hakkı sosyal güvenlik reformu düzenlemesi ile 2008 yılında yıpranma hakkı ellerinden alınan basın emekçileri bu haklarına 10 ocak çalışan gazeteciler günü nde yeniden kavuştu meclis genel kurulu nda görüşülen yasa tasarısına eklenen bir madde ile gazeteciler 5 yıl erken emeklilik hakkı elde etti aynı düzenleme ile milletvekillerine de yeniden yıpranma hakkı verildi düzenleme ortak önergeyle getirilmek istendi mhp genel başkanı devlet bahçeli sadece gazetecilere yıpranma olursa destekleriz deyince süreç tıkandı bunun üzerine senegal de bulunan başbakan tayyip erdoğan arandı başbakan gereğini yapın deyince çalışma bakanı faruk çelik tek başına önerge verdi ve değişiklik gerçekleşti milletvekillerinin de 2008 yılındaki sosyal güvenlik reformu ile geri alınan yıpranma hakları düzenlemeye dahil edildi bu önergenin tüm partilerin desteği ile gündeme getirilmesi için kulis yapıldı mhp önce desteğini verirken daha sonra bahçeli sadece gazetecilere yıpranma olursa destekleriz mesajını iletti chp ise ortak önerge sürecine dahil olmamayı tercih etti erdoğan tali mat verdi başbakan erdoğan geçen yıl 10 ocak ta başbakanlık muhabirleri ile sohbet etmiş ve gazetecilerin talebi üzerine bu konuda bir çalışma yapılabileceğini söylemişti geçen aralık ayında bütçe görüşmeleri sırasında gazeteciler talebi tekrar başbakan a iletti başbakan ın talimatı üzerine çalışma ve sosyal güvenlik bakanı faruk çelik yapılan düzenlemeyi 10 ocak a yetiştirdi yeni yasayla gerek gazeteciler gerekse milletvekilleri 2008 yılından günümüze kadar dönem için de yıpranma hakkı na kavuşmuş oldu ankara,guncel
suriye için sürpriz çağrı i srail dışişleri bakanlığı siyasi direktörü avivi suriye konusunda türkiye ile diyalog kurmak istediklerini açıkladı türkiye ile i srail arasındaki krizi suni olarak nitelendiren avivi gazze ayrı tutulursa çözüm kolay olur diyerek özür ve tazminat taleplerinin karşılanabileceği mesajı verdi ancak ankara üç şartın yerine getirilmemesi halinde ilişkilerin normale dönmeyeceğini bildirdi mahmut gürer ankara mavi marmara baskını sonrası diplomatik ilişkilerin düşük seviyede sürdürüldüğü i srail den sürpriz öneri geldi i srail dışişleri bakanlığı siyasi direktörü ve eski ankara büyükelçisi pinhas avivi suriye konusunda türkiye ile masaya oturmak istediklerini söyledi avivi gazze deki durumu iki ülke ilişkilerinden ayırırsak çözüm daha kolay olur derken mavi marmara baskınıyla ilgili özür ve tazminat taleplerinin karşılanabileceği mesajı verdi ancak ankara 3 şartın tamamı yerine getirilmeden ilişkilerin düzelmeyeceğini yineledi kudüs te bir grup türk haberciyle bir araya gelen avivi suriye deki durumun hem i srail hem türkiye nin geleceğini etkilediğini dile getirdi sorunları bir kenara bırakıp artık geleceğe bakmalıyız diyen avivi iki ülke yetkililerinin basın aracılığıyla sert açıklamalar yapmak yerine yeni bir mekanizma oluşturmaları gerektiğini söyledi mavi marmara baskınına ilişkin suni bir kriz yaşandığını ileri süren avivi i iki ülkenin de hataları oldu ancak bundan sonra iyi niyetle ve önkoşulsuz olarak masaya oturmalı çözüm aramalıyız şeklinde konuştu gazze ayri tutulsun türkiye nin gazze yi iki ülke ilişkilerinden ayrı tutması halinde çözüme ulaşılmasının çok daha kolay olacağını savunan avivi özür ve tazminat taleplerinin karşılanabileceği mesajını verdi ancak türk dışişleri bakanlığı yetkilileri ilişkilerin normalleşmesi için şartlarımız belli bunda değişiklik yok değerlendirmesini yaptı türkiye nin gazze ambargosunun kaldırılmasını da önşart olarak gördüğünü hatırlatan kaynaklar i srail in iki şartı yerine getirip üçüncü şartı yok sayma politikasının gerçekçi olmayacağını vurguladı türkiye nin taleplerinin paket olduğuna işaret eden yetkililer paketten bir maddenin çıkarılmasının kabul edilmeyeceğini kaydetti arabulucu ankara olmuştu 31 mart 2010 da 9 kişinin öldüğü mavi marmara baskını sonrası başbakan recep tayyip erdoğan türkiye i srail ilişkilerinin normalleşmesi için 3 şart koymuştu erdoğan bu şartları özür tazminat ve gazze ambargosunun kaldırılması olarak sıralamıştı türkiye nin tel aviv şam arasında arabuluculuk yaptığı dönemde ise avivi i srail in ankara büyükelçisi ydi o dönem i srailli ve suriyeli yetkililer türkiye aracılığında çok sayıda görüşme yapmıştı hatta görüşmeler mutabakata kadar yaklaşmış ancak dönemin i srail başbakanı ehud olmert in ankara ziyareti sonrası gazze nin bombalanması emri vermesiyle görüşmeler kesilmişti,dunya
